Last,Address,Address2,Address3,City,State,Zip,Country,Phone,Fax,Email,Account No.,Store,Work,Work Phone,Promo,Contact,Salesperson,Sales Last Year,Sales This Year,First Buy,Last Buy,Bill To Account No.,Tax Status,Tax ID,Alt Tax Rate,Belongs To
Billingsley Company - The Boat House,3313 Plano Pkwy,,,The Colony,TX,75056,,,,AHenson@billingsleyco.com,70546,2,,,,Amanda Henson,Christie,389.39,1651.79,12/16/2020,4/20/2021,68660-2,,,TX The Colony - 8.25%,Billingsley Company
Billingsley Company - The Sound,3313 Plano Pkwy,,,The Colony,TX,75056,,,,AHenson@billingsleyco.com,70544,2,,,,Amanda Henson,Christie,392.58,1986.56,12/16/2020,7/22/2021,68660-2,,,TX The Colony - 8.25%,Billingsley Company
Billingsley Company - Thousand Oaks,3313 Plano Pkwy,,,The Colony,TX,75056,,,,AHenson@billingsleyco.com,70547,2,,,,Amanda Henson,Christie,2394.5,4691.2,12/17/2020,6/15/2021,68660-2,,,TX The Colony - 8.25%,Billingsley Company
Billingsley Company - Wallis & Baker,3313 Plano Pkwy,,,The Colony,TX,75056,,,,AHenson@billingsleyco.com,70542,2,,,,Amanda Henson,Christie,0,770.84,12/2/2020,7/28/2021,68660-2,,,TX The Colony - 8.25%,Billingsley Company
Bristol Hospital,attn Accounts Payable,PO Box 977,,Bristol,CT,6011,,(860)585-3554,,pcooney@bristolhospital.org,57004,2,,,,Phil Cooney,Krista,3852.47,9306.5,4/7/2017,7/15/2021,,Exempt,Cert # E00435,,Bristol Hospital
Bristol Hospital Multi-Specialty Group,Attn Kate Maldonado,32 Valley Street,,Bristol,CT,6010,,(860)585-3685,,murban@bristolhospital.org,62622,2,,,,Kate Maldonado,Krista,7370.89,1489.7,10/16/2018,7/16/2021,,Exempt,HOSPITAL # E00435,,Bristol Hospital
Capital Community College,950 Main Street,,,Hartford,CT,6103,,(860)906-5159,,,22768,2,,,,Ruth Krems,Krista,0,0,,,,,,,Capital Community College
Capital Community College - Nursing,Attn: Purchasing,950 Main Street,,Hartford,CT,6103,,(860)906-5159,,chmiele@hotmail.com,21178,2,,,,,Krista,86.68,0,1/26/2005,2/14/2020,,,,,Capital Community College
Capital Community College - Paramedic,Attn: Purchasing,950 Main St,,Hartford,CT,6103,,(860)906-5159,,,21328,2,,,,,Krista,0,0,2/28/2005,2/22/2018,,,,,Capital Community College
Capital Community College - Radiology,Attn: Purchasing,950 Main Street,,Hartford,CT,6103,,(860)906-5159,,,22947,2,,,,Paul Creech,Krista,0,0,8/22/2005,10/31/2019,,,,,Capital Community College
City Of Waterbury - East Mtn Golf Course,Finance Dept,236 Grand St,,Waterbury,CT,6702,,(203)574-6747,,rwatterworth@waterburyct.org,36761,2,,,,,Steve National,597.93,0,10/18/2010,10/6/2020,,Exempt,,,City Of Waterbury
City Of Waterbury - North End Landfills,220 Mark Lane,,,Waterbury,CT,6704,,(203)756-7365,(203)754-0033,lfama@waterburyct.org,48275,2,,,,Call Before Faxing,Steve National,272.73,114.19,11/14/2016,1/19/2021,,Exempt,,,City Of Waterbury
City of Waterbury - Parks & Rec,235 Grand St,,,Waterbury,CT,6702,,(203)574-6793,,rwatterworth@waterburyct.org,4366,2,X7166,,,Renee Watterworth,Steve National,172.59,0,12/11/1998,10/6/2020,,Exempt,8013,,City Of Waterbury
City Of Waterbury - Western Hills Golf,Finance Dept,236 Grand St,,Waterbury,CT,6702,,(203)574-6747,,rwatterworth@waterburyct.org,36759,2,,,,,Steve National,778.38,0,11/30/2010,10/6/2020,,Exempt,,,City Of Waterbury
City Of Waterbury Education,Harper Avenue Storage Faciility,62b Harper Avenue,,Waterbury,CT,6702,,(203)574-6747,(203)574-8178,jthomas@waterbury.k12.ct.us,4919,2,,,,Rocco Orso,Steve National,15936.49,13637.08,4/12/1999,7/23/2021,,Exempt,EDUCATION,,City Of Waterbury
City of Waterbury Engineering,235 Grand St.,,,Waterbury,CT,6702,,(203)574-6851,,pgoodin@waterburyct.org,17655,2,,,,Patricia E. Goodin,Steve National,0,0,2/12/2004,7/11/2019,,Exempt,,,City Of Waterbury
City Of Waterbury Food Service,Finance Dept.,236 Grand St.,,Waterbury,CT,6702,,(203)573-6669,,rmorales@waterbury.k12.ct.us,26800,2,,,,Rachel Morales,Steve National,1649.17,1461.68,10/19/2006,3/10/2021,,Exempt,MUNICIPAL,,City Of Waterbury
City Of Waterbury Legal Department,235 Grand St.,,,Waterbury,CT,6702,,,,fnido@waterburyct.org,65582,2,,,,Francine Nido,Steve Baruch,0,0,7/9/2019,7/9/2019,,Exempt,,,City Of Waterbury
City Of Waterbury Police Department,Finance Department,238 Grand Street,,Waterbury,CT,6702,USA,(203)574-6961,,rarias@feuryimagegroup.com,50601,2,,,,Kristine,Steve National,0,331.05,1/18/2016,3/2/2021,,Exempt,GOV,,City Of Waterbury
City of Waterbury Public Buildings,Attn: Finance Dept.,236 Grand Street 2nd Floor,,Waterbury,CT,6702,,,,rwatterworth@waterburyct.org,4194,2,,,,Renee Watterworth,Steve National,9075.05,630.19,11/19/1998,6/23/2021,,Exempt,PO 07067,,City Of Waterbury
City Of Waterbury Purchasing,,235 Grand Street,,Waterbury,CT,6708,,,,kmccaffery@waterburyct.org,4469,2,,,,,Steve National,-65.23,0,12/11/1998,2/10/2020,,Exempt,,,City Of Waterbury
City of Waterbury Refuse Dept,Finance Department,236 Grand St.,,Waterbury,CT,6702,,(203)574-6878,(203)346-3548,ehickey@waterburyct.org,195,2,Lou Grostoferi,(203)574-8390,,Eleanor Hickey,Steve National,11637.15,1288.96,3/7/1997,3/29/2021,,Exempt,P.O. 05732,,City Of Waterbury
City of Waterbury Silas Bronson Library,Finance Dept,236 Grand Street,,Waterbury,CT,6702,,(203)574-8222,,cwilliams@waterburyct.org,4079,2,,,,Charlotte Williams,Steve National,63.02,188.2,10/8/1998,5/3/2021,,Exempt,P.O.58035,,City Of Waterbury
City of Waterbury Street Dept,236 Grand Street,,,Waterbury,CT,6702,,(203)574-8261,(203)574-8300,psands@waterburyct.org,4271,2,,,,Pat Sands,Steve National,4252.43,518.26,11/3/1998,4/23/2021,,Exempt,,,City Of Waterbury
City of Waterbury Utility Administration,Adminstration 2nd Floor,210 Municipal Road,,Waterbury,CT,6708,,(203)574-8251,,mlevesque@waterburyct.org,4081,2,,,,Marc Levesque,Steve National,229.44,231.39,10/21/1998,2/9/2021,,Exempt,P.O. 06521,,City Of Waterbury
City of Waterbury Water Dept,Finance Dept.,236 Grand St. 2nd Floor,,Waterbury,CT,6702,,(203)574-8250,,nowens@waterburyct.org,4147,2,,,,Crystal Burr,Steve National,7100.62,1361.8,9/23/1998,7/22/2021,,Exempt,,,City Of Waterbury
Consolidated Edison Company Of New York,315 Sawmill River Road,,,Greenburgh,NY,10595,,(347)203-8052,,toneattoj@coned.com,70451,2,,,,John Tonneatto,House Account,1677.36,0,12/23/2020,12/23/2020,,,,NYS Westchester County - Speci,Consolidated Edison Company
Consolidated Edison Company of New York,"4 Irving Place, 15NE",,,New York,NY,10003,,(212)460-6878,,KOTHARIP@coned.com,44858,2,,,,"Kothari, Prakash A",National - House,0,0,,,,,,NYS New York City,Consolidated Edison Company
Cornell Scott-Hill Health Center - Admit,Attn: Cheryl Garner,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63308,2,,,,,Krista,28118.5,29420.03,2/22/2019,7/27/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center - Detox,Attn:  Cheryl Garner,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63306,2,,,,,Krista,511.18,1254.99,2/6/2019,6/18/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center - HR St,Attn: Cheryl Garner,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63307,2,,,,,Krista,103.25,1364.96,5/2/2019,6/23/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center - MA,Attn Cheryl Garne,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63304,2,,,,,Krista,3495.07,6602.78,2/6/2019,7/28/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center- LPN,Attn Cheryl Garn,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63303,2,,,,,Krista,1855.05,9587.33,2/22/2019,7/27/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center -Pharm,Attn: Cheryl Garner,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,,Cgarner@cornellscott.org,63305,2,,,,,Krista,1369.42,661.74,2/6/2019,7/26/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Hill Health Center- RN,Attn Cheryl Garner,400 Columbus Avenue,,New Haven,CT,6519,,(203)503-3255,(203)503-3297,Cgarner@cornellscott.org,63302,2,,,,Cheryl Garner,Krista,2787.79,6031.1,2/22/2019,7/29/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Yale RN,Attn: Cheryl Garner,400 Columbus Ave,,New Haven,CT,6519,,(203)503-3255,(203)503-3297,Cgarner@cornellscott.org,69445,2,,,,Cheryl Garner,Krista,8131.26,0,10/5/2020,10/14/2020,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
Cornell Scott-Yale Tech,Attn: Cheryl Garner,400 Columbus Ave,,New Haven,CT,6519,,(203)503-3255,(203)503-3297,Cgarner@cornellscott.org,69446,2,,,,Cheryl Garner,Krista,8131.26,292.24,10/5/2020,5/3/2021,,Exempt,HOSPITAL,,Cornell Scott-Hill Health Center
CT Transit,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,,,,4265,2,BONNIE SHERIDAN,,,,Krista,0,0,10/29/1998,1/11/2019,,Exempt,,,CT Transit
CT transit,2061 State Street,,,Hamden,CT,6517,,(203)887-2744,,,65153,2,,,,,,0,0,,,,,,,CT Transit
CT Transit - Customer Service/Traffic Sp,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,(860)707-1277,,gchapin@cttransit.com,24043,2,,,,Greg Chapin,Krista,2981.75,372.4,12/12/2005,5/28/2021,,Exempt,PO #43771,,CT Transit
CT Transit - Driver Trainer - Hartford,Attn: Accounts Payable,P.O. Box 66,,Hartford,CT,6141,,(860)707-1277,,gchapin@cttransit.com,61544,2,,,,Greg Chapin,Krista,1508.47,1630.74,8/28/2018,7/23/2021,,Exempt,STATE ENTITY,,CT Transit
CT Transit - Driver Trainer - New Haven,Attn: Accounts Payable,P.O. Box  66,,Hartford,CT,06141-0066,,,,,61546,2,,,,,Krista,157.51,0,7/11/2019,5/6/2020,,Exempt,STATE ENTITY,,CT Transit
CT Transit - Driver Trainer - Stamford,Attn: Accounts Payable,P.O. Box 66,,Hartford,CT,06141-006,,,,,61547,2,,,,,Krista,156.85,0,8/28/2018,10/23/2020,,Exempt,STATE ENTITY,,CT Transit
CT Transit - Drivers Account Hartford,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,(860)707-1277,,gchapin@cttransit.com,831,2,"FRED BAILEY X302 _x005F_x000D_
BSHERIDAN@C",(860)524-5396,,Greg Chapin,Krista,79169.83,62230.63,7/29/1997,7/28/2021,,Exempt,PO #43771,,CT Transit
CT Transit - Drivers Account New Haven,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,(203)867-6300,,rmartinez@cttransit.com,490,5,BONNIE SHERIDAN,,,Rosa Martinez X335,Krista,33168.9,29583.42,4/9/2008,7/26/2021,,Exempt,,,CT Transit
CT Transit - Drivers Account Stamford,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,(203)327-7433,,dhinds@cttransit.com,2590,2,,,,Desmond Hinds X440,Krista,14325.61,4358.75,2/27/1998,7/22/2021,,Exempt,,,CT Transit
CT Transit - Fare Inspector,Attn: Accounts Payable,P.O. Box 66,,Hartford,CT,6141,,(860)707-1277,,gchapin@cttransit.com,61861,2,,,,Greg Chapin,Krista,1864.47,934.4,8/23/2018,7/26/2021,,Exempt,,,CT Transit
CT Transit - NH Sales Outlet,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,,,gregchapin@cttransit.com,64599,2,,,,Greg Chapin,Krista,0,0,,,,,,,CT Transit
CT Transit - Planning &Scheduling,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,(860)707-1217,,bmclaughlin@cttransit.com,2915,2,,,,Brian Mclaughlin,Krista,0,0,7/6/1998,12/19/2019,,Exempt,,,CT Transit
CT Transit - Sales & Info Acct,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,,,,2514,2,,,,Isabelle,Krista,0,0,5/4/1998,7/27/2019,,Exempt,,,CT Transit
CT Transit - Supervisors Account,Attn: Accounts Payable,PO Box 66,,Hartford,CT,06141-0066,,,,,1330,2,"FRED BAILEY X302_x005F_x000D_
",,,,Krista,1359.31,101.43,11/11/1997,5/22/2021,,Exempt,PO #43771,,CT Transit
CT Transit-Fare Inspector Supervisor,Attn: Accounts Payable,Po Box 66,,Hartford,CT,6141,,(860)707-1277,,gchapin@cttransit.com,71364,2,,,,Greg Chapin,Krista,0,305.45,3/4/2021,4/16/2021,,Exempt,,,CT Transit
CT _x005F_x001F_Transit-Fare Inspector Supervisor,Attn: Accounts Payable,Po Box 66,,Hartford,CT,6143,,(860)707-1277,,gchapin@cttransit.com,67198,2,,,,Greg Chapin,Krista,141,0,1/9/2020,1/9/2020,,Exempt,,,CT Transit
CT Transit-Supervisor-Hartford,Attn: Accounta Payable,Po Box 66,,Hartford,CT,6141,,(860)707-1277,,gchapin@cttransit.com,61749,2,,,,Greg Chapin,Krista,6156.13,6488.53,8/28/2018,7/23/2021,,Exempt,STATE ENTITY,,CT Transit
CT Transit-Supervisor-New Haven,Attn: Accounts Payable,Po Box 66,,Hartford,CT,61411,,,,,61750,2,,,,,Krista,2840.44,1810.02,8/28/2018,7/23/2021,,Exempt,STATE ENTITY,,CT Transit
CT Transit-Supervisor-Sfty Trainer-HFD,Attn: Accounts Payable,Po Box 66,,Hartford,CT,6141,,(860)707-1277,,gchapin@cttransit.com,65757,2,,,,Greg Chapin,Krista,642.63,784.54,7/24/2019,7/19/2021,,Exempt,STATE ENTITY,,CT Transit
CT Transit-Supervisor-Sfty Trainer-NH,Attn: Accounts Payable,Po Box 66,,Hartford,CT,6141,,,,,65758,2,,,,,Krista,396.3,0,7/31/2020,7/31/2020,,Exempt,STATE ENTITY,,CT Transit
CT Transit-Supervisor-Sfty Trainer-Stmfd,Attn:  Acoounts Payable,Po Box 66,,Hartford,CT,6141,,,,,65759,2,,,,,Krista,189.35,0,7/31/2020,9/10/2020,,Exempt,STATE ENTITY,,CT Transit
CT Transit-Supervisor-Stamford,Attn: Accounts Payable,Po Box66,,Hartford,CT,6141,,,,,61751,2,,,,,Krista,1872.58,399.74,8/29/2018,7/26/2021,,Exempt,STATE ENTITY,,CT Transit
Cushman & Wakefield,"One Meadowlands Plaza, Floor 7",,,East Rutherford,NJ,7073,,(201)508-5206,,Vicky.fajardo@cushwake.com,51048,2,,,,Vicky Fajardo,Christie,12882.85,674.62,5/25/2016,4/30/2021,,,,,Cushman & Wakefield
Cushman & Wakefield Midwest,Po Box 13935,,,Temple,AZ,85284,,,,cwcitiap@cushwake.com,70463,2,,,,,Krista,0,5222.21,1/9/2021,3/24/2021,,,,,Cushman & Wakefield
Cushman & Wakefield Northeast 1,Po Box 13935,,,Temple,AZ,85284,,,,cwcitiap@cushwake.com,70459,2,,,,,Krista,0,20561.42,1/9/2021,7/21/2021,,,,,Cushman & Wakefield
Cushman & Wakefield Northeast 2,Po Box 13935,,,Temple,AZ,85284,,,,cwcitiap@cushwake.com,70460,2,,,,,Krista,0,12105.71,1/9/2021,6/4/2021,,,,,Cushman & Wakefield
Cushman & Wakefield Northwest,Po Box 13935,,,Temple,AZ,85284,,,,cwcitiap@cushwake.com,70461,2,,,,,Krista,0,25987.26,1/9/2021,7/6/2021,,,,,Cushman & Wakefield
Cushman & Wakefield Southeast,Po Box 13935,,,Templek,AZ,85284,,,,cwcitiap@cushwake.com,70462,2,,,,,Krista,0,8959.57,1/9/2021,3/25/2021,,,,,Cushman & Wakefield
"Cushman & Wakefield, Inc.",,P.O. Box 13935,,Temple,AZ,85284,,,,cwcitiap@cushwake.com,70331,2,,,,,Krista,0,0,,,,,,NYS New York City,Cushman & Wakefield
"CW Resources, Inc",200 Myrtle St,,,New Britain,CT,6053,,(860)229-7700,,accountspayable@cwresources,68281,2,,,,Shawn Ryan,Krista,0,0,,,,,,,CW Resources
CW Resourses Inc,Attn: Wilhem Acosta,200 Myrtle Street,,New Britain,CT,6053,,(860)229-7700,,wacosta@cwresourses.org,68221,2,,,,Ext 259,Krista,1596,0,7/21/2020,10/30/2020,,Exempt,,,CW Resources
Dattco Coach Bridgeport,,25 Radel St.,,Bridgeport,CT,6704,,,,,6922,2,,,,,Krista,0,0,8/30/1999,1/25/2019,,,,,Dattco
Dattco Coach New Britian,Attn: Dennis Lyons,583 South Street,,New Britain,CT,6051,,(203)556-0293,,lisag@dattco.com & ap,4640,2,EXT 623,(860)826-1115,,Dennis Lyons,Krista,3602.6,1614.66,1/12/1999,7/1/2021,,,,,Dattco
Dattco- New Haven,Attn: A/P,513 South Street,,New Britian,CT,6051,,(203)466-1200,,,36385,2,,,,,Krista,0,0,9/16/2010,10/30/2019,,,,,Dattco
East Hartford Public Schools,Attn: Eric Krauch,734 Tolland Street,,East Hartford,CT,6108,,(860)622-5950,(860)289-0492,nadeau.cn@easthartford.org,61958,2,,,,Cheryl Nadeau,Krista,11921.01,801.5,8/10/2018,6/23/2021,,Exempt,,,East Hartford Public Schools
East Hartford Public Schools Security,Attn: Michael Moan,734 Tolland Street,,East Hartford,CT,6108,,,,,62628,2,,,,Michael Moan,Krista,246.36,-43.34,4/18/2019,6/23/2021,,Exempt,,,East Hartford Public Schools
Elizabeth Public Schools,Division Of Food & Nutrition Svcs,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,72688,2,,,,,Krista,0,0,,,,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #01,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45238,2,,,,,Krista,0,3524.76,11/8/2013,7/12/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #02,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45240,2,,,,,Krista,0,2301.82,11/8/2013,7/19/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #03,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45241,2,,,,,Krista,0,2703.8,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #04,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45242,2,,,,,Krista,0,2295.82,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #05,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45243,2,,,,,Krista,0,2757.86,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #06,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45244,2,,,,,Krista,0,3686.39,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #07,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45239,2,,,,,Krista,0,1794.36,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #08,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45248,2,,,,,Krista,0,918.6,11/8/2013,6/11/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #12,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45249,2,,,,,Krista,0,1823.03,11/8/2013,6/7/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #13,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45250,2,,,,,Krista,0,1846.85,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #14,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45251,2,,,,,Krista,0,2787.85,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #15,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45252,2,,,,,Krista,0,1637.35,11/8/2013,6/7/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #16,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45253,2,,,,,Krista,0,2373.43,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #18,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45276,2,,,,,Krista,0,2648.4,11/8/2013,7/19/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #19,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45277,2,,,,,Krista,0,2333.75,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #20,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45278,2,,,,,Krista,0,913.69,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #21,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45279,2,,,,,Krista,0,463.8,11/8/2013,6/11/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #22,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45280,2,,,,,Krista,0,1820.63,6/15/2021,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #23,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45281,2,,,,,Krista,0,2292.98,11/8/2013,6/11/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #25,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45282,2,,,,,Krista,0,1854.05,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #26,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45283,2,,,,,Krista,0,2718.74,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #27,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45284,2,,,,,Krista,0,2320.24,10/22/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #28,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,,,leavitja@elizabeth.k12.nj.us,45285,2,,,,,Krista,0,3459.4,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #29,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45287,2,,,,,Krista,0,3238.13,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #30,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45288,2,,,,,Krista,0,1878.91,11/8/2013,6/21/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #51,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,45513,2,,,,,Krista,0,931.24,11/11/2013,6/16/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
Elizabeth Public Schools - School #52,Division Of Food & Nutrition Svcs.,505 North Broad St. Imperial Plaza,,Elizabeth,NJ,7208,,(908)436-5401,,leavitja@elizabeth.k12.nj.us,46535,2,,,,,Krista,0,922.63,4/7/2014,6/14/2021,72688-2,Exempt,MUNICIPAL,,Elizabeth Public Schools
